Caprichoso,1.0049
Estimado,1.0004
Estupendo,0.9970
Gracioso,0.9968
Tranquilo,0.9959
Ágil,0.9948
Conocido,0.9944
Listo,0.9934
Terrible,0.9910
Grandioso,0.9896
Responsable,0.9896
Cauto,0.9839
Pintoresco,0.9816
Secreto,0.9807
Surrealista,0.9800
Eficiente,0.9791
Unido,0.9769
Adecuado,0.9754
Tenue,0.9753
Decente,0.9751
Excelente,0.9744
Aterrador,0.9744
Optimista,0.9699
Determinado,0.9675
Inquebrantable,0.9672
Utilizable,0.9653
Antipático,0.9633
Ingenioso,0.9619
Juicioso,0.9618
Exigente,0.9597
Vulgar,0.9527
Barato,0.9521
Memorable,0.9512
Competente,0.9465
Hermoso,0.9433
Dichoso,0.9410
Gruñón,0.9391
Extraordinario,0.9386
Sincero,0.9376
Fabuloso,0.9359
Pesimista,0.9354
Generoso,0.9339
Incompleto,0.9278
Deslumbrante,0.9272
Específico,0.9230
Especial,0.9226
Sombrío,0.9220
Polivalente,0.9209
Estándar,0.9192
Aceptable,0.9176
Pragmático,0.9174
Hablador,0.9173
Humilde,0.9123
Joven,0.9116
Ocupado,0.9064
Preparado,0.9034
Ideal,0.9010
Silencioso,0.9007
Estable,0.8995
Sensible,0.8922
Feo,0.8859
Mezquino,0.8853
Ensordecedor,0.8848
Duradero,0.8842
Inspirador,0.8836
Absoluto,0.8834
Quebrado,0.8817
Confiable,0.8816
Insensible,0.8814
Frío,0.8811
Caro,0.8768
Pegajoso,0.8763
Transparente,0.8741
Azaroso,0.8679
Digno,0.8675
Deficiente,0.8651
Cuadrado,0.8651
Incauto,0.8637
Triste,0.8558
Sólido,0.8551
Meticuloso,0.8528
Franco,0.8510
Inusual,0.8501
Ardiente,0.8487
Valiente,0.8474
Indiscreto,0.8456
Violento,0.8455
Vanidoso,0.8423
Sorprendente,0.8400
Brillante,0.8380
Auténtico,0.8370
Estresante,0.8354
Favorito,0.8338
Automático,0.8326
Estudioso,0.8315
Prudente,0.8265
Fácil,0.8259
Elástico,0.8253
Infantil,0.8244
Curioso,0.8212
Cálido,0.8180
Refinado,0.8174
Aventurero,0.8152
Colorido,0.8137
Gratificante,0.8133
Entrometido,0.8112
Favorable,0.8107
Admirable,0.8092
Hastiado,0.8091
Obvio,0.8060
Decisivo,0.8005
Adepto,0.7951
Colosal,0.7937
Lujoso,0.7936
Fantástico,0.7935
Loco,0.7923
Indómito,0.7906
Histriónico,0.7888
Horrible,0.7836
Creativo,0.7792
Beneficioso,0.7790
Tarde,0.7780
Incómodo,0.7770
Caritativo,0.7736
Persistente,0.7688
Único,0.7670
Acertado,0.7652
Apropiado,0.7629
Ocioso,0.7609
Flaco,0.7543
Redondo,0.7532
Invencible,0.7528
Justo,0.7523
Discreto,0.7523
Orientado,0.7499
Decidido,0.7483
Incrédulo,0.7467
Monótono,0.7462
Peligroso,0.7443
Alegre,0.7416
Farsante,0.7348
Largo,0.7265
Dedicado,0.7250
Perseverante,0.7246
Fugaz,0.7246
Seguro,0.7246
Detallado,0.7246
Salvaje,0.7243
Tímido,0.7209
Valioso,0.7159
Exótico,0.7155
Sereno,0.7149
Directo,0.7142
Modesto,0.7133
Arrugado,0.7119
Posible,0.7102
Orgulloso,0.7102
Dispuesto,0.7092
Esperanzado,0.7076
Trivial,0.7067
Robusto,0.7058
Desordenado,0.7036
Moderno,0.7036
Organizado,0.7027
Honesto,0.7026
Agradable,0.7026
Virtuoso,0.7026
Sustancial,0.7004
Irresponsable,0.6999
Codicioso,0.6975
Tacaño,0.6969
Nuevo,0.6881
Poderoso,0.6873
Coherente,0.6870
Adaptable,0.6866
Abstracto,0.6830
Vacío,0.6782
Rígido,0.6780
Popular,0.6752
Equivocado,0.6663
Agradecido,0.6658
Improbable,0.6633
Fresco,0.6621
Razonable,0.6549
Original,0.6547
Afortunado,0.6542
Bueno,0.6540
Ansioso,0.6539
Retrasado,0.6513
Congelado,0.6452
Inmenso,0.6423
Banal,0.6334
Monstruoso,0.6323
Perpetuo,0.6294
Inmejorable,0.6289
Aseado,0.6277
Sucinto,0.6265
Cómodo,0.6240
Artístico,0.6220
Engreído,0.6220
Insostenible,0.6214
Elusivo,0.6214
Apasionado,0.6168
Excitable,0.6159
Tenebroso,0.6141
Intrépido,0.6044
Genial,0.6043
Infeliz,0.6026
Alerta,0.6005
Querido,0.5981
Frágil,0.5939
Desastroso,0.5909
Imaginario,0.5895
Esencial,0.5879
Complejo,0.5879
Ingenuo,0.5864
Estrecho,0.5829
Calmado,0.5811
Asegurado,0.5784
Emprendedor,0.5777
Débil,0.5770
Egoísta,0.5767
Culto,0.5760
Genuino,0.5759
Notable,0.5757
Agresivo,0.5725
Entusiasta,0.5714
Honrado,0.5706
Difuso,0.5642
Terco,0.5615
Diligente,0.5606
Ambiguo,0.5599
Avaro,0.5550
Formal,0.5524
Voraz,0.5493
Beligerante,0.5459
Tirano,0.5456
Instintivo,0.5455
Honorable,0.5443
Contento,0.5431
Clásico,0.5430
Odioso,0.5399
Inútil,0.5397
Frugal,0.5345
Claro,0.5305
Gregario,0.5244
Común,0.5243
Cansado,0.5201
Activo,0.5186
Infame,0.5161
Capaz,0.5147
Burlón,0.5091
Sobrio,0.5049
Egocéntrico,0.5022
Inculto,0.5020
Básico,0.4993
Útil,0.4948
Acogedor,0.4948
Infinito,0.4926
Rápido,0.4921
Sabio,0.4908
Reconocido,0.4864
Increíble,0.4836
Temprano,0.4832
Despistado,0.4775
Productivo,0.4747
Nutritivo,0.4737
Apático,0.4710
Juguetón,0.4616
Agrandado,0.4591
Distante,0.4581
Minucioso,0.4557
Potente,0.4535
Firme,0.4496
Primero,0.4454
Válido,0.4441
Dulce,0.4416
Complicado,0.4401
Jugoso,0.4393
Imaginativo,0.4365
Intangible,0.4352
Informal,0.4349
Energético,0.4339
Misterioso,0.4332
Turbulento,0.4317
Lindo,0.4314
Alucinante,0.4307
Atento,0.4296
Antiguo,0.4277
Emocionante,0.4253
Desnudo,0.4251
Motivador,0.4245
Eterno,0.4244
Efusivo,0.4212
Pulido,0.4197
Feliz,0.4194
Confuso,0.4185
Compuesto,0.4181
Perfecto,0.4132
Objetivo,0.4124
Avanzado,0.4117
Inconveniente,0.4093
Privado,0.4089
Dañino,0.4060
Gigantesco,0.4045
Perenne,0.4038
Simple,0.4013
Atrevido,0.3971
Envidioso,0.3938
Atractivo,0.3933
Sencillo,0.3921
Asombroso,0.3912
Laxo,0.3888
Impactante,0.3847
Inseguro,0.3795
Funcional,0.3794
Angelical,0.3791
Amargado,0.3763
Lento,0.3752
Culpable,0.3739
Respetuoso,0.3697
Afable,0.3665
Ejemplar,0.3626
Tenaz,0.3624
Escarchado,0.3598
Estimulante,0.3534
Peludo,0.3478
Abrumado,0.3464
Desconfiado,0.3427
Inofensivo,0.3387
Excepcional,0.3372
Apto,0.3323
Celebrado,0.3317
Escalofriante,0.3316
Impecable,0.3239
Maduro,0.3228
Ético,0.3226
Delgado,0.3221
Impulsivo,0.3221
Imprescindible,0.3212
Etéreo,0.3175
Despiadado,0.3159
Astuto,0.3134
Indeleble,0.3127
Inmaculado,0.3125
Resentido,0.3111
Impenetrable,0.3111
Familiar,0.3043
Fiel,0.3032
Crítico,0.3015
Regular,0.2996
Abismal,0.2941
Positivo,0.2936
Victorioso,0.2926
Bello,0.2920
Animado,0.2905
Precioso,0.2814
Burbujeante,0.2812
Sútil,0.2805
Despilfarrador,0.2802
Sagaz,0.2799
Inteligente,0.2796
Cruel,0.2743
Amplio,0.2737
Afilado,0.2733
Precavido,0.2730
Masivo,0.2691
Prestigioso,0.2663
Considerado,0.2611
Costoso,0.2610
Cuidadoso,0.2605
Necesario,0.2541
Desafiante,0.2538
Cordial,0.2534
Indefenso,0.2531
Eficaz,0.2528
Celoso,0.2479
Eufórico,0.2453
Leal,0.2434
Ancho,0.2400
Sinigual,0.2392
Bonito,0.2329
Oscuro,0.2326
Cooperativo,0.2242
Difícil,0.2225
Fenomenal,0.2218
Desolado,0.2207
Coordinado,0.2200
Torpe,0.2198
Alargado,0.2187
Anclado,0.2126
Lógico,0.2125
Cortés,0.2120
Metódico,0.2115
Desafortunado,0.2101
Detallista,0.2092
Enfocado,0.2087
Previsor,0.2084
Profundo,0.2079
Hábil,0.2030
Práctico,0.2023
Simpático,0.2019
Problemático,0.2014
Definido,0.2010
Encantador,0.2009
Iluminado,0.2003
Breve,0.1994
Agotado,0.1938
Puntual,0.1909
Pacífico,0.1899
Maravilloso,0.1892
Oculto,0.1890
Dotado,0.1843
Espinoso,0.1835
Independiente,0.1825
Imperfecto,0.1821
Angustiado,0.1754
Experimentado,0.1737
Consciente,0.1724
Crocante,0.1718
Divertido,0.1710
Impresionante,0.1615
Luminoso,0.1610
Fortuito,0.1584
Dependiente,0.1532
Gélido,0.1530
Invicto,0.1522
Elegante,0.1513
Enorme,0.1511
Desconsiderado,0.1508
Dramático,0.1427
Corrupto,0.1422
Incólume,0.1404
Lunático,0.1341
Estricto,0.1319
Informado,0.1302
Oxidado,0.1280
Adorable,0.1227
Cauteloso,0.1217
Descriptivo,0.1206
Lucrativo,0.1203
Amarillento,0.1114
Despreocupado,0.1105
Despreciable,0.1090
Juvenil,0.1009
Enfermizo,0.0922
Intolerante,0.0910
Inmediato,0.0897
Fluido,0.0892
Extraño,0.0815
Estéril,0.0810
Preciso,0.0805
Magnánimo,0.0803
Defensivo,0.0802
Cursi,0.0802
Ordenado,0.0801
Vibrante,0.0793
Famoso,0.0724
Preocupante,0.0712
Recto,0.0708
Insoportable,0.0705
Repentino,0.0696
Ambicioso,0.0686
Ruidoso,0.0613
Llamativo,0.0608
Realista,0.0607
Demente,0.0606
Convencional,0.0602
Compasivo,0.0601
Extrovertido,0.0520
Delicioso,0.0511
Limpio,0.0510
Afectuoso,0.0505
Aclamado,0.0504
Paciente,0.0504
Elaborado,0.0503
Abundante,0.0490
Frecuente,0.0487
Diferente,0.0409
Eminente,0.0406
Constante,0.0403
Libre,0.0395
Fuerte,0.0325
Experto,0.0309
Alarmante,0.0306
Mentiroso,0.0295
Interesante,0.0291
Amable,0.0207
Sofisticado,0.0197
Glamoroso,0.0195
Descuidado,0.0191
Tolerante,0.0104
Completo,0.0102
Solemne,0.0101